Key	PY+T	Pho+T	IPA+T	PY-T	Pho-T	IPA-T	Tone	SyStruct	SyLen	OrthLen	PhoLen	FreqPM	Words	HomoDensity	Dominate-POS	Freq-Dominate-POS	Percent-Dominate-POS	Other-POSes	Num-Neighbors	R-Neighbors	A-Neighbors	S-Neighbors	Neighbors	Freq-Neighbors
x uaI									0.000	0	0	0.0		0		0	0.000		24	18	5	1	x aU, x ueI, x uo, K uaI, x ua, x eI, x aI, x oU, x @, k uaI, x a, x u, S uaI, i uaI, @ uaI, Z uaI, C uaI, iE uaI, x uaI i, x aI uaI, x u uaI, x uaI ioU, x aU uaI, uaI	1097414
X uaI									0.000	0	0	0.0		0		0	0.000		17	16	0	1	K uaI, X ia, X iE, X iaU, X i, x uaI, X yE, X ioU, k uaI, X y, S uaI, i uaI, @ uaI, Z uaI, C uaI, iE uaI, uaI	273560
x uan									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
x uaN									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
X uaN									0.000	0	0	0.0		0		0	0.000		7	7	0	0	X ia, X iE, X iaU, X i, X yE, X ioU, X y	182993
x ueI									0.000	0	0	0.0		0		0	0.000		41	26	14	1	x aU, x uo, t ueI, z ueI, x ua, x eI, x aI, x oU, x @, i ueI, S ueI, s ueI, x uaI, T ueI, k ueI, x a, x u, Z ueI, C ueI, r ueI, c ueI, K ueI, u ueI, uaI ueI, ueI ueI, ioU ueI, yE x ueI, x ueI i, u x ueI, x ueI @r, i x ueI, uo x ueI, x ueI u, ioU x ueI, x u ueI, x oU ueI, aU x ueI, x ua ueI, y x ueI, x ueI ueI, ueI	1094827
X ueI									0.000	0	0	0.0		0		0	0.000		28	24	3	1	x ueI, t ueI, z ueI, X ia, X iE, X iaU, i ueI, S ueI, X i, s ueI, X yE, T ueI, k ueI, X ioU, X y, Z ueI, C ueI, r ueI, c ueI, K ueI, u ueI, uaI ueI, ueI ueI, ioU ueI, X yE ueI, X i ueI, X y ueI, ueI	845761
x un									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
x uN									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
X un									0.000	0	0	0.0		0		0	0.000		7	7	0	0	X ia, X iE, X iaU, X i, X yE, X ioU, X y	182993
X uN									0.000	0	0	0.0		0		0	0.000		7	7	0	0	X ia, X iE, X iaU, X i, X yE, X ioU, X y	182993
x uo									0.000	0	0	0.0		0		0	0.000		35	27	7	1	x aU, x ueI, S uo, z uo, k uo, Z uo, t uo, x ua, x eI, c uo, x aI, s uo, x oU, x @, x uaI, m uo, l uo, T uo, p uo, x a, x u, P uo, r uo, n uo, C uo, K uo, i uo, x uo @r, ioU x uo, i x uo, x uo u, x uo yE, x uo iaU, x uo i, uo	3272810
X uo									0.000	0	0	0.0		0		0	0.000		26	25	0	1	S uo, x uo, z uo, k uo, Z uo, X ia, t uo, X iE, X iaU, c uo, s uo, X i, X yE, m uo, l uo, T uo, X ioU, p uo, X y, P uo, r uo, n uo, C uo, K uo, i uo, uo	2785022
x y									0.000	0	0	0.0		0		0	0.000		29	26	2	1	x aU, x ueI, x uo, Q y, x ua, x eI, x aI, x oU, x @, J y, x uaI, n y, X y, x a, x u, ioU y, l y, uaI y, @ y, iE y, ueI y, i y, yE y, oU y, @r y, y y, x ua y, x aI y, y	1265409
X y									0.000	0	0	0.0		0		0	0.000		33	20	12	1	Q y, X ia, X iE, X iaU, J y, X i, n y, X yE, X ioU, ioU y, l y, uaI y, @ y, iE y, ueI y, i y, yE y, oU y, @r y, y y, X y iaU, iE X y, X y n, X ia y, X y ueI, u X y, X y i, X y u, X i y, X iaU y, ioU X y, X yE y, y	489958
x yE									0.000	0	0	0.0		0		0	0.000		25	22	2	1	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, Q yE, x uaI, X yE, x a, x u, J yE, y yE, l yE, n yE, u yE, i yE, @r yE, ioU yE, ueI yE, x @ yE, x uo yE, yE	1069819
X yE									0.000	0	0	0.0		0		0	0.000		23	16	6	1	X ia, X iE, X iaU, X i, Q yE, X ioU, X y, J yE, y yE, l yE, n yE, u yE, i yE, @r yE, ioU yE, ueI yE, X yE n, i X yE, X yE ueI, X i yE, X yE iE, X yE y, yE	224821
x yEn									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
x yEN									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
X yEn									0.000	0	0	0.0		0		0	0.000		7	7	0	0	X ia, X iE, X iaU, X i, X yE, X ioU, X y	182993
X yEN									0.000	0	0	0.0		0		0	0.000		7	7	0	0	X ia, X iE, X iaU, X i, X yE, X ioU, X y	182993
x yn									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
x yN									0.000	0	0	0.0		0		0	0.000		11	11	0	0	x aU, x ueI, x uo, x ua, x eI, x aI, x oU, x @, x uaI, x a, x u	1020711
X yn									0.000	0	0	0.0		0		0	0.000		7	7	0	0	X ia, X iE, X iaU, X i, X yE, X ioU, X y	182993
X yN									0.000	0	0	0.0		0		0	0.000		7	7	0	0	X ia, X iE, X iaU, X i, X yE, X ioU, X y	182993
y									0.000	0	0	0.0		0		0	0.000		38	18	20	0	uo, ioU, iaU, i, iE, a, oU, ueI, @r, aI, @, u, yE, ia, ua, uaI, aU, eI, Q y, J y, n y, X y, y n, ioU y, l y, y yE, uaI y, @ y, iE y, ueI y, i y, yE y, y i, y @r, oU y, @r y, y @, y y	3429055
y E									0.000	0	0	0.0		0		0	0.000		7	6	0	1	y n, y yE, y i, y @r, y @, y y, y	36666
y En									0.000	0	0	0.0		0		0	0.000		7	6	0	1	y n, y yE, y i, y @r, y @, y y, y	36666
y EN									0.000	0	0	0.0		0		0	0.000		7	6	0	1	y n, y yE, y i, y @r, y @, y y, y	36666
yn									0.000	0	0	0.0		0		0	0.000		19	19	0	0	uo, ioU, iaU, i, iE, a, oU, ueI, @r, aI, y, @, u, yE, ia, ua, uaI, aU, eI	3244914
yN									0.000	0	0	0.0		0		0	0.000		19	19	0	0	uo, ioU, iaU, i, iE, a, oU, ueI, @r, aI, y, @, u, yE, ia, ua, uaI, aU, eI	3244914
z @									0.000	0	0	0.0		0		0	0.000		29	24	4	1	t @, z aI, Z @, k @, z uo, n @, z oU, K @, z ueI, C @, x @, z aU, z 1, z u, S @, r @, T @, z a, s @, l @, c @, z eI, aI @, y @, z @ N, z @ n, z ueI @, z uo @, @	3219889
z @n									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
z @N									0.000	0	0	0.0		0		0	0.000		10	10	0	0	z aI, z uo, z oU, z ueI, z aU, z 1, z u, z a, z @, z eI	807458
Z @n									0.000	0	0	0.0		0		0	0.000		11	11	0	0	Z @, Z 1, Z uo, Z aU, Z u, Z oU, Z ua, Z a, Z ueI, Z aI, Z uaI	630488
